Time;Acceleration;Position
2025/04/27_15:45:55;{'x': 0.7302315063476562, 'y': 2.1452046874999997, 'z': 9.519345800781249};(8.743112199999999, 48.0752011, 725307)
2025/04/27_15:45:56;{'x': 0.679953271484375, 'y': 2.0159177978515626, 'z': 9.478644372558593};(8.743114799999999, 48.075200599999995, 725358)
2025/04/27_15:45:57;{'x': 0.699106884765625, 'y': 2.176329309082031, 'z': 9.358934289550781};(8.743114799999999, 48.075200599999995, 725358)
2025/04/27_15:45:58;{'x': 0.63206923828125, 'y': 2.147598889160156, 'z': 9.619902270507811};(8.7431165, 48.075200099999996, 725491)
2025/04/27_15:45:59;{'x': 0.7685387329101562, 'y': 2.1619640991210938, 'z': 9.524134204101562};(8.7431165, 48.075200099999996, 725491)
2025/04/27_15:46:00;{'x': 0.7302315063476562, 'y': 2.176329309082031, 'z': 9.445125549316407};(8.7431165, 48.075200099999996, 725491)
2025/04/27_15:46:02;{'x': 0.6919242797851562, 'y': 2.094926452636719, 'z': 9.600748657226562};(8.743122999999999, 48.0752016, 725657)
2025/04/27_15:46:02;{'x': 0.7613561279296874, 'y': 2.1883003173828124, 'z': 9.509768994140625};(8.7431272, 48.075200699999996, 725772)
2025/04/27_15:46:03;{'x': 0.612915625, 'y': 2.157175695800781, 'z': 9.512163195800781};(8.7431223, 48.075196299999995, 725781)
2025/04/27_15:46:04;{'x': 0.7613561279296874, 'y': 2.1356278808593747, 'z': 9.363722692871093};(8.7431223, 48.075196299999995, 725781)
2025/04/27_15:46:06;{'x': 0.7493851196289062, 'y': 2.133233679199219, 'z': 9.548076220703125};(8.7431247, 48.0751936, 725866)
2025/04/27_15:46:06;{'x': 0.6607996582031249, 'y': 2.195482922363281, 'z': 9.485826977539062};(8.74314, 48.075196999999996, 726061)
2025/04/27_15:46:07;{'x': 0.7398083129882812, 'y': 2.01112939453125, 'z': 9.4618849609375};(8.7431421, 48.0751971, 726226)
2025/04/27_15:46:09;{'x': 0.7278373046875, 'y': 2.2194249389648437, 'z': 9.545682019042967};(8.7431421, 48.0751971, 726226)
2025/04/27_15:46:09;{'x': 0.7661445312499999, 'y': 2.1787235107421874, 'z': 9.639055883789062};(8.7431389, 48.0751943, 726319)
2025/04/27_15:46:10;{'x': 0.6536170532226562, 'y': 2.1452046874999997, 'z': 9.45470235595703};(8.7431351, 48.0751973, 726794)
2025/04/27_15:46:11;{'x': 0.718260498046875, 'y': 2.166752502441406, 'z': 9.495403784179686};(8.743134699999999, 48.075197599999996, 727024)
2025/04/27_15:46:12;{'x': 0.7661445312499999, 'y': 2.1906945190429687, 'z': 9.409212524414063};(8.743134699999999, 48.075197599999996, 727024)
2025/04/27_15:46:13;{'x': 0.6823474731445313, 'y': 2.195482922363281, 'z': 9.526528405761718};(8.7431383, 48.0751995, 727279)
2025/04/27_15:46:14;{'x': 0.7709329345703124, 'y': 2.1739351074218747, 'z': 9.512163195800781};(8.7431381, 48.075200699999996, 727544)
2025/04/27_15:46:15;{'x': 0.6488286499023437, 'y': 2.1547814941406247, 'z': 9.447519750976562};(8.7431506, 48.0752041, 727774)
2025/04/27_15:46:16;{'x': 0.7302315063476562, 'y': 2.001552587890625, 'z': 9.485826977539062};(8.7431506, 48.0752041, 727774)
2025/04/27_15:46:17;{'x': 0.7350199096679687, 'y': 2.147598889160156, 'z': 9.497797985839844};(8.7431577, 48.0752081, 728476)
2025/04/27_15:46:18;{'x': 0.74699091796875, 'y': 2.051830822753906, 'z': 9.4618849609375};(8.7431577, 48.0752081, 728476)
2025/04/27_15:46:19;{'x': 0.7613561279296874, 'y': 2.0638018310546875, 'z': 9.528922607421874};(8.7431577, 48.0752081, 728476)
2025/04/27_15:46:20;{'x': 0.7637503295898437, 'y': 2.1643583007812497, 'z': 9.464279162597656};(8.7431577, 48.0752081, 728476)
2025/04/27_15:46:39;{'x': 0.7278373046875, 'y': 2.166752502441406, 'z': 9.433154541015625};(8.7431695, 48.075216399999995, 732196)
2025/04/27_15:46:40;{'x': 0.7445967163085937, 'y': 2.1978771240234374, 'z': 9.526528405761718};(8.7431776, 48.0752147, 732763)
2025/04/27_15:46:42;{'x': 0.7134720947265625, 'y': 2.176329309082031, 'z': 9.521740002441407};(8.7431776, 48.0752147, 732763)
2025/04/27_15:46:43;{'x': 0.6967126831054687, 'y': 2.147598889160156, 'z': 9.476250170898437};(8.7431817, 48.0752113, 733088)
2025/04/27_15:46:44;{'x': 0.737414111328125, 'y': 2.185906115722656, 'z': 9.437942944335937};(8.7431817, 48.0752113, 733088)
2025/04/27_15:46:45;{'x': 0.7637503295898437, 'y': 2.166752502441406, 'z': 9.421183532714844};(8.7431817, 48.0752113, 733088)
2025/04/27_15:46:46;{'x': 0.7254431030273437, 'y': 2.1930887207031247, 'z': 9.425971936035156};(8.7431897, 48.075209199999996, 733369)
2025/04/27_15:46:47;{'x': 0.7398083129882812, 'y': 2.176329309082031, 'z': 9.629479077148437};(8.7431894, 48.075204199999995, 733173)
2025/04/27_15:46:48;{'x': 0.718260498046875, 'y': 2.1595698974609374, 'z': 9.504980590820312};(8.7431971, 48.075203099999996, 733123)
2025/04/27_15:46:50;{'x': 0.699106884765625, 'y': 2.1739351074218747, 'z': 9.509768994140625};(8.7431971, 48.075203099999996, 733123)
2025/04/27_15:46:51;{'x': 0.7445967163085937, 'y': 2.221819140625, 'z': 9.471461767578125};(8.7431971, 48.075203099999996, 733123)
2025/04/27_15:46:52;{'x': 0.9026140258789062, 'y': 2.1356278808593747, 'z': 9.576806640625};(8.7431971, 48.075203099999996, 733123)
2025/04/27_15:46:53;{'x': 0.814028564453125, 'y': 2.0063409912109376, 'z': 9.425971936035156};(8.7431971, 48.075203099999996, 733123)
2025/04/27_15:46:54;{'x': 0.737414111328125, 'y': 2.2098481323242187, 'z': 9.476250170898437};(8.7431847, 48.0751887, 732760)
2025/04/27_15:46:55;{'x': 0.7493851196289062, 'y': 2.114080065917969, 'z': 9.516951599121093};(8.7431847, 48.0751887, 732760)
2025/04/27_15:46:56;{'x': 0.74699091796875, 'y': 2.1452046874999997, 'z': 9.504980590820312};(8.7431847, 48.0751887, 732760)
2025/04/27_15:46:57;{'x': 0.718260498046875, 'y': 2.0159177978515626, 'z': 9.459490759277344};(8.7431847, 48.0751887, 732760)
2025/04/27_15:46:58;{'x': 0.7541735229492187, 'y': 2.152387292480469, 'z': 9.507374792480467};(8.7431847, 48.0751887, 732760)
2025/04/27_15:46:59;{'x': 0.7206546997070312, 'y': 2.2074539306640624, 'z': 9.445125549316407};(8.7431847, 48.0751887, 732760)
2025/04/27_15:47:00;{'x': 0.7709329345703124, 'y': 2.1691467041015624, 'z': 9.466673364257812};(8.743172999999999, 48.0751838, 733033)
2025/04/27_15:47:01;{'x': 0.7158662963867187, 'y': 2.195482922363281, 'z': 9.488221179199218};(8.743172999999999, 48.0751838, 733033)
2025/04/27_15:47:02;{'x': 0.7350199096679687, 'y': 2.1404162841796874, 'z': 9.478644372558593};(8.7431703, 48.0751815, 733177)
2025/04/27_15:47:03;{'x': 0.7254431030273437, 'y': 2.195482922363281, 'z': 9.509768994140625};(8.7431703, 48.0751815, 733177)
2025/04/27_15:47:04;{'x': 0.7350199096679687, 'y': 2.1715409057617188, 'z': 9.519345800781249};(8.7431703, 48.0751815, 733177)
2025/04/27_15:47:05;{'x': 0.6919242797851562, 'y': 2.1356278808593747, 'z': 9.562441430664062};(8.743172999999999, 48.075177599999996, 733307)
2025/04/27_15:47:06;{'x': 0.7326257080078125, 'y': 2.1883003173828124, 'z': 9.550470422363281};(8.743172999999999, 48.075177599999996, 733307)
2025/04/27_15:47:08;{'x': 0.7350199096679687, 'y': 2.1811177124023438, 'z': 9.562441430664062};(8.743172999999999, 48.075177599999996, 733307)
2025/04/27_15:47:08;{'x': 0.7134720947265625, 'y': 2.166752502441406, 'z': 9.560047229003906};(8.7431793, 48.075175099999996, 733445)
2025/04/27_15:47:10;{'x': 0.718260498046875, 'y': 2.1643583007812497, 'z': 9.514557397460937};(8.7431793, 48.075175099999996, 733445)
2025/04/27_15:47:10;{'x': 0.7733271362304687, 'y': 2.1906945190429687, 'z': 9.521740002441407};(8.7431793, 48.075175099999996, 733445)
2025/04/27_15:47:11;{'x': 0.737414111328125, 'y': 2.272097375488281, 'z': 9.586383447265625};(8.7431793, 48.075175099999996, 733445)
2025/04/27_15:47:12;{'x': 0.7852981445312499, 'y': 2.185906115722656, 'z': 9.45470235595703};(8.7431862, 48.0751723, 733437)
2025/04/27_15:47:13;{'x': 0.7493851196289062, 'y': 2.1906945190429687, 'z': 9.524134204101562};(8.7431862, 48.0751723, 733437)
2025/04/27_15:47:14;{'x': 0.7230489013671875, 'y': 2.1691467041015624, 'z': 9.449913952636718};(8.7431862, 48.0751723, 733437)
2025/04/27_15:47:15;{'x': 0.7206546997070312, 'y': 2.195482922363281, 'z': 9.349357482910156};(8.7431862, 48.0751723, 733437)
2025/04/27_15:47:16;{'x': 0.6368576416015624, 'y': 2.1811177124023438, 'z': 9.49300958251953};(8.743202799999999, 48.075167799999996, 733177)
2025/04/27_15:47:17;{'x': 0.7493851196289062, 'y': 2.1212626708984375, 'z': 9.6151138671875};(8.743202799999999, 48.075167799999996, 733177)
2025/04/27_15:47:18;{'x': 0.7326257080078125, 'y': 2.27927998046875, 'z': 9.435548742675781};(8.743202799999999, 48.075167799999996, 733177)
2025/04/27_15:47:19;{'x': 0.7062894897460937, 'y': 2.1883003173828124, 'z': 9.449913952636718};(8.7432061, 48.0751621, 732761)
2025/04/27_15:47:20;{'x': 0.9121908325195311, 'y': 2.1116858642578125, 'z': 9.598354455566406};(8.7432061, 48.0751621, 732761)
2025/04/27_15:47:21;{'x': 0.7493851196289062, 'y': 2.147598889160156, 'z': 9.404424121093749};(8.7432036, 48.075157999999995, 732529)
2025/04/27_15:47:22;{'x': 0.7541735229492187, 'y': 2.0063409912109376, 'z': 9.478644372558593};(8.7432036, 48.075157999999995, 732529)
2025/04/27_15:47:23;{'x': 0.7350199096679687, 'y': 2.133233679199219, 'z': 9.545682019042967};(8.7432036, 48.075157999999995, 732529)
2025/04/27_15:47:24;{'x': 0.7134720947265625, 'y': 2.166752502441406, 'z': 9.421183532714844};(8.7432036, 48.075157999999995, 732529)
2025/04/27_15:47:25;{'x': 0.7302315063476562, 'y': 2.147598889160156, 'z': 9.358934289550781};(8.743208599999999, 48.075147199999996, 731853)
2025/04/27_15:47:26;{'x': 0.7350199096679687, 'y': 2.1547814941406247, 'z': 9.473855969238281};(8.743208599999999, 48.075147199999996, 731853)
2025/04/27_15:47:27;{'x': 0.699106884765625, 'y': 2.2002713256835937, 'z': 9.509768994140625};(8.743208599999999, 48.075147199999996, 731853)
2025/04/27_15:47:28;{'x': 0.7422025146484375, 'y': 2.166752502441406, 'z': 9.476250170898437};(8.7432272, 48.0751449, 732084)
2025/04/27_15:47:29;{'x': 0.6153098266601562, 'y': 2.152387292480469, 'z': 9.488221179199218};(8.7432312, 48.0751451, 732364)
2025/04/27_15:47:30;{'x': 0.622492431640625, 'y': 2.281674182128906, 'z': 9.548076220703125};(8.7432312, 48.0751451, 732364)
2025/04/27_15:47:31;{'x': 0.7302315063476562, 'y': 2.0829554443359375, 'z': 9.543287817382812};(8.7432312, 48.0751451, 732364)
2025/04/27_15:47:32;{'x': 0.7326257080078125, 'y': 2.1739351074218747, 'z': 9.648632690429688};(8.7432312, 48.0751451, 732364)
2025/04/27_15:47:33;{'x': 0.7493851196289062, 'y': 2.2194249389648437, 'z': 9.605537060546874};(8.7432337, 48.0751321, 732269)
2025/04/27_15:47:34;{'x': 0.7398083129882812, 'y': 2.152387292480469, 'z': 9.533711010742186};(8.7432337, 48.0751321, 732269)
2025/04/27_15:47:35;{'x': 0.6943184814453125, 'y': 2.142810485839844, 'z': 9.45470235595703};(8.7432337, 48.0751321, 732269)
2025/04/27_15:47:36;{'x': 0.6847416748046875, 'y': 2.1883003173828124, 'z': 9.485826977539062};(8.7432337, 48.0751321, 732269)
2025/04/27_15:47:37;{'x': 0.7733271362304687, 'y': 2.1595698974609374, 'z': 9.354145886230468};(8.7432337, 48.0751321, 732269)
2025/04/27_15:47:38;{'x': 0.7589619262695312, 'y': 2.1547814941406247, 'z': 9.586383447265625};(8.7432337, 48.0751321, 732269)
2025/04/27_15:47:39;{'x': 0.7445967163085937, 'y': 2.157175695800781, 'z': 9.488221179199218};(8.7432426, 48.0751281, 732817)
2025/04/27_15:47:40;{'x': 0.8092401611328125, 'y': 2.2026655273437497, 'z': 9.406818322753905};(8.7432426, 48.0751281, 732817)
2025/04/27_15:47:41;{'x': 0.7637503295898437, 'y': 2.1619640991210938, 'z': 9.639055883789062};(8.7432442, 48.075122099999994, 732754)
2025/04/27_15:47:42;{'x': 0.7230489013671875, 'y': 2.288856787109375, 'z': 9.53131680908203};(8.7432442, 48.075122099999994, 732754)
2025/04/27_15:47:43;{'x': 0.6368576416015624, 'y': 2.250549560546875, 'z': 9.548076220703125};(8.7432442, 48.075122099999994, 732754)
2025/04/27_15:47:44;{'x': 0.6847416748046875, 'y': 2.221819140625, 'z': 9.564835632324218};(8.7432456, 48.0751245, 733246)
2025/04/27_15:47:45;{'x': 0.7613561279296874, 'y': 2.2864625854492187, 'z': 9.514557397460937};(8.7432456, 48.0751245, 733246)
2025/04/27_15:50:48;{'x': 0.6392518432617187, 'y': 2.214636535644531, 'z': 9.34696328125};(8.7432822, 48.0751612, 741163)
2025/04/27_15:51:16;{'x': 0.6655880615234374, 'y': 2.2673089721679687, 'z': 9.452308154296874};(8.7432841, 48.075120999999996, 735258)
2025/04/27_15:52:06;{'x': 0.6368576416015624, 'y': 2.3319524169921872, 'z': 9.414000927734374};(8.7433116, 48.075187199999995, 738691)
2025/04/27_15:52:09;{'x': 0.6464344482421874, 'y': 2.1619640991210938, 'z': 9.428366137695312};(8.7433116, 48.075187199999995, 738691)
2025/04/27_15:52:10;{'x': 0.6368576416015624, 'y': 2.3439234252929686, 'z': 9.497797985839844};(8.7433149, 48.075187299999996, 738690)
2025/04/27_15:52:11;{'x': 0.63206923828125, 'y': 2.2481553588867187, 'z': 9.564835632324218};(8.7433149, 48.075187299999996, 738690)
2025/04/27_15:52:13;{'x': 0.6607996582031249, 'y': 2.1978771240234374, 'z': 9.473855969238281};(8.7433149, 48.075187299999996, 738690)
2025/04/27_15:52:14;{'x': 0.6775590698242188, 'y': 2.2649147705078123, 'z': 9.478644372558593};(8.7433149, 48.075187299999996, 738690)
2025/04/27_15:52:15;{'x': 0.6081272216796875, 'y': 2.2840683837890623, 'z': 9.483432775878907};(8.7433149, 48.075187299999996, 738690)
2025/04/27_15:52:17;{'x': 0.6775590698242188, 'y': 2.2864625854492187, 'z': 9.418789331054686};(8.7433149, 48.075187299999996, 738690)
2025/04/27_15:52:17;{'x': 0.6919242797851562, 'y': 2.446874096679687, 'z': 9.437942944335937};(8.7433017, 48.075185999999995, 739092)
2025/04/27_15:54:13;{'x': 0.5865794067382812, 'y': 2.291250988769531, 'z': 9.435548742675781};(8.7431128, 48.0750867, 722799)
2025/04/27_15:54:17;{'x': 0.6655880615234374, 'y': 2.2481553588867187, 'z': 9.356540087890625};(8.7431099, 48.0750852, 722451)
2025/04/27_15:54:20;{'x': 0.5770026000976562, 'y': 2.2577321655273437, 'z': 9.476250170898437};(8.7431099, 48.0750852, 722451)
2025/04/27_15:54:22;{'x': 0.6153098266601562, 'y': 2.231395947265625, 'z': 9.445125549316407};(8.7431099, 48.0750852, 722451)
2025/04/27_16:01:59;{'x': 0.7541735229492187, 'y': 2.308010400390625, 'z': 9.361328491210937};(8.7431477, 48.0750922, 720199)
2025/04/27_16:02:03;{'x': 0.6248866333007812, 'y': 2.310404602050781, 'z': 9.445125549316407};(8.7431477, 48.0750922, 720199)
2025/04/27_16:02:22;{'x': 0.8595183959960937, 'y': 2.3223756103515623, 'z': 9.4618849609375};(8.743151, 48.075104499999995, 720517)
2025/04/27_16:03:45;{'x': 0.8906430175781249, 'y': 2.3582886352539063, 'z': 9.471461767578125};(8.743151, 48.075104499999995, 720517)
2025/04/27_16:04:00;{'x': 0.8954314208984374, 'y': 2.157175695800781, 'z': 9.483432775878907};(8.7431473, 48.0751072, 720102)
2025/04/27_16:04:07;{'x': 9.694122521972655, 'y': -0.21308394775390624, 'z': 2.327164013671875};(8.7431473, 48.0751072, 720102)
2025/04/27_16:04:09;{'x': 10.409988818359375, 'y': -0.0383072265625, 'z': 1.8339584716796873};(8.7431473, 48.0751072, 720102)
2025/04/27_16:04:10;{'x': 8.556876733398436, 'y': -0.22744915771484372, 'z': 5.568913061523437};(8.7431399, 48.0750974, 720148)
2025/04/27_16:04:11;{'x': 10.08677159423828, 'y': -0.16041151123046873, 'z': 3.0741549316406247};(8.7431399, 48.0750974, 720148)
2025/04/27_16:04:14;{'x': 10.321403356933594, 'y': -0.2705447875976562, 'z': 1.599326708984375};(8.7431399, 48.0750974, 720148)
2025/04/27_16:04:15;{'x': 10.32379755859375, 'y': -0.17238251953125, 'z': 1.5011644409179687};(8.7431399, 48.0750974, 720148)
2025/04/27_16:04:15;{'x': 10.333374365234375, 'y': -0.19871873779296872, 'z': 1.5610194824218748};(8.7431399, 48.0750974, 720148)
2025/04/27_16:04:18;{'x': 10.371681591796875, 'y': -0.20829554443359374, 'z': 1.5634136840820312};(8.7431399, 48.0750974, 720148)
2025/04/27_16:04:20;{'x': 10.314220751953124, 'y': -0.16998831787109375, 'z': 1.6112977172851561};(8.7431399, 48.0750974, 720148)
2025/04/27_16:04:22;{'x': 10.304643945312499, 'y': -0.1771709228515625, 'z': 1.5658078857421873};(8.7431399, 48.0750974, 720148)
2025/04/27_16:04:22;{'x': 10.307038146972655, 'y': -0.201112939453125, 'z': 1.3862427612304686};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:24;{'x': 10.371681591796875, 'y': -0.181959326171875, 'z': 1.5849614990234373};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:24;{'x': 10.299855541992187, 'y': -0.20350714111328125, 'z': 1.659181750488281};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:25;{'x': 10.350133776855468, 'y': -0.1867477294921875, 'z': 1.5610194824218748};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:28;{'x': 10.307038146972655, 'y': -0.1867477294921875, 'z': 1.4987702392578124};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:28;{'x': 10.304643945312499, 'y': -0.23702596435546874, 'z': 1.5586252807617187};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:30;{'x': 10.321403356933594, 'y': -0.16280571289062498, 'z': 1.6208745239257811};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:30;{'x': 10.342951171874999, 'y': -0.18435352783203124, 'z': 1.5394716674804687};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:32;{'x': 10.388441003417968, 'y': -0.2609679809570312, 'z': 1.6136919189453125};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:33;{'x': 10.295067138671874, 'y': -0.21308394775390624, 'z': 1.5083470458984374};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:34;{'x': 10.160991845703125, 'y': -0.2442085693359375, 'z': 1.5897499023437498};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:34;{'x': 10.342951171874999, 'y': -0.16519991455078123, 'z': 1.5083470458984374};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:36;{'x': 10.271125122070313, 'y': -0.16519991455078123, 'z': 1.5466542724609373};(8.743129, 48.0750902, 718274)
2025/04/27_16:04:37;{'x': 10.342951171874999, 'y': -0.21787235107421873, 'z': 1.5682020874023437};(8.743122, 48.0750862, 715472)
2025/04/27_16:04:39;{'x': 10.333374365234375, 'y': -0.2442085693359375, 'z': 1.675941162109375};(8.743122, 48.0750862, 715472)
2025/04/27_16:04:39;{'x': 10.32379755859375, 'y': -0.1867477294921875, 'z': 1.484405029296875};(8.743122, 48.0750862, 715472)
2025/04/27_16:04:40;{'x': 10.366893188476562, 'y': -0.16759411621093748, 'z': 1.5203180541992187};(8.743122, 48.0750862, 715472)
2025/04/27_16:04:42;{'x': 10.352527978515624, 'y': -0.22026655273437498, 'z': 1.5514426757812498};(8.743122, 48.0750862, 715472)
2025/04/27_16:04:42;{'x': 10.345345373535155, 'y': -0.21308394775390624, 'z': 1.6424223388671875};(8.743122, 48.0750862, 715472)
2025/04/27_16:04:43;{'x': 10.141838232421874, 'y': -0.239420166015625, 'z': 1.5729904907226562};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:44;{'x': 10.369287390136718, 'y': -0.16519991455078123, 'z': 1.3958195678710936};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:46;{'x': 10.383652600097655, 'y': -0.02633621826171875, 'z': 1.5921441040039062};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:46;{'x': 10.357316381835936, 'y': -0.16280571289062498, 'z': 1.4891934326171874};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:48;{'x': 10.307038146972655, 'y': -0.15562310791015624, 'z': 1.5203180541992187};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:48;{'x': 10.347739575195313, 'y': -0.201112939453125, 'z': 1.4963760375976562};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:49;{'x': 10.345345373535155, 'y': -0.1771709228515625, 'z': 1.5562310791015623};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:51;{'x': 10.314220751953124, 'y': -0.2442085693359375, 'z': 1.5083470458984374};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:52;{'x': 10.342951171874999, 'y': -0.24660277099609373, 'z': 1.5634136840820312};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:52;{'x': 10.338162768554687, 'y': -0.0430956298828125, 'z': 1.5873557006835937};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:54;{'x': 10.299855541992187, 'y': -0.2442085693359375, 'z': 1.4796166259765624};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:55;{'x': 10.295067138671874, 'y': -0.16759411621093748, 'z': 1.5370774658203123};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:56;{'x': 10.369287390136718, 'y': -0.23702596435546874, 'z': 1.429338391113281};(8.7431166, 48.075080299999996, 713582)
2025/04/27_16:04:57;{'x': 10.347739575195313, 'y': -0.18914193115234373, 'z': 1.5370774658203123};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:04:57;{'x': 10.359710583496094, 'y': -0.2154781494140625, 'z': 1.637633935546875};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:04:58;{'x': 10.287884533691406, 'y': -0.20350714111328125, 'z': 1.5729904907226562};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:04:59;{'x': 10.338162768554687, 'y': -0.21308394775390624, 'z': 1.4939818359375};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:05:00;{'x': 10.333374365234375, 'y': -0.21068974609375, 'z': 1.5562310791015623};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:05:02;{'x': 10.352527978515624, 'y': -0.20350714111328125, 'z': 1.5227122558593749};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:05:02;{'x': 10.31661495361328, 'y': -0.016759411621093748, 'z': 1.5155296508789062};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:05:03;{'x': 10.36210478515625, 'y': -0.21068974609375, 'z': 1.5107412475585937};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:05:04;{'x': 10.31661495361328, 'y': -0.23223756103515625, 'z': 1.5131354492187499};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:05:05;{'x': 10.302249743652343, 'y': -0.22026655273437498, 'z': 1.5203180541992187};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:05:06;{'x': 10.338162768554687, 'y': -0.2059013427734375, 'z': 1.458068811035156};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:05:07;{'x': 10.292672937011718, 'y': -0.22266075439453123, 'z': 1.5059528442382812};(8.743044399999999, 48.0750104, 700252)
2025/04/27_16:05:08;{'x': 10.237606298828124, 'y': -0.2705447875976562, 'z': 1.438915197753906};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:09;{'x': 10.328585961914062, 'y': -0.22026655273437498, 'z': 1.4006079711914061};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:11;{'x': 8.930372192382812, 'y': 1.0989385620117187, 'z': 3.411737365722656};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:12;{'x': 9.05965908203125, 'y': 0.1484405029296875, 'z': 4.819527941894531};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:12;{'x': 9.907206469726562, 'y': 0.09816226806640624, 'z': 3.337517114257812};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:13;{'x': 10.376469995117187, 'y': 0.0383072265625, 'z': 1.218648645019531};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:14;{'x': 10.347739575195313, 'y': 0.08379705810546874, 'z': 1.3407529296874998};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:15;{'x': 10.345345373535155, 'y': 0.1005564697265625, 'z': 1.3168109130859373};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:16;{'x': 10.333374365234375, 'y': 0.086191259765625, 'z': 1.3718775512695311};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:17;{'x': 10.31661495361328, 'y': 0.1005564697265625, 'z': 1.3192051147460937};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:18;{'x': 10.395623608398436, 'y': 0.0909796630859375, 'z': 1.2761094848632812};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:19;{'x': 10.350133776855468, 'y': 0.06703764648437499, 'z': 1.3431471313476562};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:20;{'x': 10.395623608398436, 'y': 0.023942016601562498, 'z': 1.2737152832031249};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:22;{'x': 10.352527978515624, 'y': -0.009576806640625, 'z': 1.1180921752929687};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:23;{'x': 10.364498986816406, 'y': 0.05746083984375, 'z': 1.2569558715820313};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:24;{'x': 10.36210478515625, 'y': 0.0430956298828125, 'z': 1.3742717529296875};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:25;{'x': 10.374075793457031, 'y': 0.016759411621093748, 'z': 1.3239935180664062};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:25;{'x': 10.350133776855468, 'y': -0.11731588134765625, 'z': 1.3096283081054687};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:28;{'x': 10.417171423339843, 'y': 0.0718260498046875, 'z': 1.350329736328125};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:28;{'x': 10.290278735351562, 'y': 0.086191259765625, 'z': 1.369483349609375};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:29;{'x': 10.333374365234375, 'y': 0.02633621826171875, 'z': 1.3455413330078123};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:30;{'x': 10.333374365234375, 'y': 0.07422025146484375, 'z': 1.2952630981445312};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:31;{'x': 10.321403356933594, 'y': 0.07422025146484375, 'z': 1.2713210815429687};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:32;{'x': 10.345345373535155, 'y': 0.0383072265625, 'z': 1.3287819213867187};(8.7429756, 48.074985999999996, 688588)
2025/04/27_16:05:33;{'x': 10.374075793457031, 'y': 0.0383072265625, 'z': 1.2928688964843749};(8.7429756, 48.074985999999996, 688588)
