Time;Acceleration;Position
2025/04/27_22:21:25;{'x': -0.5793968017578125, 'y': 3.1124621582031247, 'z': 9.100360510253905};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:26;{'x': -0.6009446166992187, 'y': 3.0693665283203124, 'z': 9.126696728515624};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:27;{'x': -0.5626373901367188, 'y': 3.105279553222656, 'z': 9.10993731689453};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:28;{'x': -0.5363011718749999, 'y': 3.1411925781249996, 'z': 9.145850341796875};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:29;{'x': -0.5363011718749999, 'y': 3.1411925781249996, 'z': 9.074024291992187};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:30;{'x': -0.55545478515625, 'y': 3.1196447631835937, 'z': 9.193734375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:31;{'x': -0.612915625, 'y': 3.1747114013671873, 'z': 9.124302526855468};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:32;{'x': -0.5770026000976562, 'y': 3.1292215698242187, 'z': 9.107543115234375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:33;{'x': -0.5339069702148437, 'y': 3.1866824096679687, 'z': 9.198522778320312};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:34;{'x': -0.603338818359375, 'y': 3.1938650146484373, 'z': 9.138667736816405};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:35;{'x': -0.603338818359375, 'y': 3.071760729980469, 'z': 9.052476477050782};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:36;{'x': -0.6081272216796875, 'y': 3.1675287963867187, 'z': 9.09796630859375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:37;{'x': -0.4740519287109375, 'y': 3.1459809814453124, 'z': 9.191340173339842};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:38;{'x': -0.6009446166992187, 'y': 3.1507693847656246, 'z': 9.181763366699219};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:39;{'x': -0.6177040283203125, 'y': 3.0741549316406247, 'z': 9.198522778320312};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:40;{'x': -0.5698199951171875, 'y': 3.1268273681640624, 'z': 9.198522778320312};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:41;{'x': -0.5770026000976562, 'y': 3.1387983764648437, 'z': 9.255983618164063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:42;{'x': -0.5434837768554687, 'y': 3.1771056030273437, 'z': 9.162609753417968};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:43;{'x': -0.5746083984375, 'y': 3.0813375366210938, 'z': 9.14824454345703};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:44;{'x': -0.5363011718749999, 'y': 3.0813375366210938, 'z': 9.153032946777342};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:45;{'x': -0.5913678100585937, 'y': 3.0837317382812497, 'z': 9.105148913574219};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:46;{'x': -0.603338818359375, 'y': 3.1076737548828124, 'z': 9.117119921875};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:47;{'x': -0.5793968017578125, 'y': 3.0813375366210938, 'z': 9.107543115234375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:48;{'x': -0.6272808349609375, 'y': 3.1196447631835937, 'z': 9.117119921875};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:49;{'x': -0.5698199951171875, 'y': 3.1268273681640624, 'z': 9.088389501953124};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:50;{'x': -0.5291185668945312, 'y': 3.1004911499023438, 'z': 8.911218579101561};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:51;{'x': -0.5291185668945312, 'y': 3.0980969482421874, 'z': 9.083601098632812};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:52;{'x': -0.5985504150390625, 'y': 3.1172505615234374, 'z': 9.014169250488282};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:53;{'x': -0.6081272216796875, 'y': 3.105279553222656, 'z': 9.179369165039063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:54;{'x': -0.5578489868164063, 'y': 3.1076737548828124, 'z': 9.124302526855468};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:55;{'x': -0.5793968017578125, 'y': 3.134009973144531, 'z': 9.042899670410156};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:56;{'x': -0.5817910034179687, 'y': 3.1004911499023438, 'z': 9.138667736816405};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:57;{'x': -0.6153098266601562, 'y': 3.1076737548828124, 'z': 9.13627353515625};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:58;{'x': -0.584185205078125, 'y': 3.1220389648437497, 'z': 9.066841687011719};(8.7431433, 48.0752569, 729212)
2025/04/27_22:21:59;{'x': -0.622492431640625, 'y': 3.0813375366210938, 'z': 9.188945971679686};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:00;{'x': -0.5746083984375, 'y': 3.105279553222656, 'z': 9.141061938476563};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:01;{'x': -0.6488286499023437, 'y': 3.0621839233398433, 'z': 9.150638745117186};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:02;{'x': -0.6081272216796875, 'y': 3.1220389648437497, 'z': 9.153032946777342};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:03;{'x': -0.5746083984375, 'y': 3.0885201416015624, 'z': 9.03332286376953};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:04;{'x': -0.55545478515625, 'y': 3.1076737548828124, 'z': 9.057264880371093};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:05;{'x': -0.5602431884765625, 'y': 3.114856359863281, 'z': 9.069235888671875};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:06;{'x': -0.59376201171875, 'y': 3.076549133300781, 'z': 9.09796630859375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:07;{'x': -0.5889736083984375, 'y': 3.1292215698242187, 'z': 9.076418493652342};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:08;{'x': -0.55545478515625, 'y': 3.153163586425781, 'z': 9.121908325195312};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:09;{'x': -0.737414111328125, 'y': 3.0741549316406247, 'z': 9.138667736816405};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:10;{'x': -0.5482721801757812, 'y': 3.1411925781249996, 'z': 9.10993731689453};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:11;{'x': -0.5913678100585937, 'y': 3.153163586425781, 'z': 9.093177905273437};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:12;{'x': -0.6057330200195312, 'y': 3.1196447631835937, 'z': 9.105148913574219};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:13;{'x': -0.5722141967773438, 'y': 3.114856359863281, 'z': 9.095572106933593};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:14;{'x': -0.5434837768554687, 'y': 3.076549133300781, 'z': 9.196128576660156};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:15;{'x': -0.612915625, 'y': 3.1076737548828124, 'z': 9.042899670410156};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:16;{'x': -0.565031591796875, 'y': 3.0645781249999997, 'z': 9.13627353515625};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:17;{'x': -0.6081272216796875, 'y': 3.1747114013671873, 'z': 9.102754711914063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:18;{'x': -0.6081272216796875, 'y': 3.1316157714843746, 'z': 9.090783703613281};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:19;{'x': -0.7613561279296874, 'y': 3.124433166503906, 'z': 9.124302526855468};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:20;{'x': -0.5698199951171875, 'y': 3.172317199707031, 'z': 9.153032946777342};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:21;{'x': -0.5865794067382812, 'y': 3.1316157714843746, 'z': 9.09796630859375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:22;{'x': -0.47165772705078124, 'y': 3.1100679565429687, 'z': 9.074024291992187};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:23;{'x': -0.5674257934570313, 'y': 3.1220389648437497, 'z': 9.105148913574219};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:24;{'x': -0.5530605834960938, 'y': 3.095702746582031, 'z': 9.117119921875};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:25;{'x': -0.5698199951171875, 'y': 3.1220389648437497, 'z': 9.057264880371093};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:26;{'x': -0.6057330200195312, 'y': 3.1124621582031247, 'z': 9.0788126953125};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:27;{'x': -0.5458779785156249, 'y': 3.1076737548828124, 'z': 9.066841687011719};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:28;{'x': -0.6009446166992187, 'y': 3.1268273681640624, 'z': 9.121908325195312};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:29;{'x': -0.5817910034179687, 'y': 3.1100679565429687, 'z': 9.117119921875};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:30;{'x': -0.7445967163085937, 'y': 3.143586779785156, 'z': 9.160215551757812};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:31;{'x': -0.5506663818359374, 'y': 3.134009973144531, 'z': 9.179369165039063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:32;{'x': -0.6153098266601562, 'y': 3.153163586425781, 'z': 9.133879333496093};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:33;{'x': -0.5817910034179687, 'y': 3.0885201416015624, 'z': 9.100360510253905};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:34;{'x': -0.5698199951171875, 'y': 3.1004911499023438, 'z': 9.05965908203125};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:35;{'x': -0.6177040283203125, 'y': 3.1387983764648437, 'z': 9.107543115234375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:36;{'x': -0.603338818359375, 'y': 3.1004911499023438, 'z': 9.057264880371093};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:37;{'x': -0.584185205078125, 'y': 3.1459809814453124, 'z': 9.081206896972656};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:38;{'x': -0.584185205078125, 'y': 3.114856359863281, 'z': 9.160215551757812};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:39;{'x': -0.5770026000976562, 'y': 3.1172505615234374, 'z': 9.085995300292968};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:40;{'x': -0.584185205078125, 'y': 3.1196447631835937, 'z': 9.143456140136719};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:41;{'x': -0.5865794067382812, 'y': 3.208230224609375, 'z': 9.102754711914063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:42;{'x': -0.6105214233398437, 'y': 3.1172505615234374, 'z': 9.10993731689453};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:43;{'x': -0.565031591796875, 'y': 3.143586779785156, 'z': 9.030928662109375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:44;{'x': -0.612915625, 'y': 3.1555577880859373, 'z': 9.334992272949219};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:45;{'x': -0.737414111328125, 'y': 3.0933085449218747, 'z': 9.179369165039063};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:46;{'x': -0.5698199951171875, 'y': 3.1316157714843746, 'z': 9.141061938476563};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:47;{'x': -0.5746083984375, 'y': 3.095702746582031, 'z': 9.124302526855468};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:48;{'x': -0.5291185668945312, 'y': 3.1124621582031247, 'z': 9.107543115234375};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:49;{'x': -0.5698199951171875, 'y': 3.1268273681640624, 'z': 9.167398156738281};(8.7431433, 48.0752569, 729212)
2025/04/27_22:22:50;{'x': -0.46686932373046874, 'y': 3.1196447631835937, 'z': 9.14824454345703};(8.7431433, 48.0752569, 729212)
